"Time","conc_molH","conc_molMET","conc_molSTY","conc_molTOL","conc_molWAT","liqlevel","liqlevel_l2","Q","QCum","T","P"
"2.22","0.0454944","0.663417","3.07032","0.77602","2.64317","5.12951","0.738283","-1.86383","-49.7822","42.2152","2.44846"
"2.23","0.0454784","0.663428","3.07039","0.775987","2.643","5.12952","0.738269","-1.86383","-49.8008","42.2121","2.4476"
"2.24","0.0454623","0.663439","3.07045","0.775954","2.64284","5.12952","0.738254","-1.86383","-49.8194","42.2091","2.44674"
"2.25","0.0454466","0.66345","3.07052","0.77592","2.64267","5.12953","0.738239","-1.86383","-49.8381","42.2061","2.4459"
"2.26","0.0454308","0.663461","3.07059","0.775887","2.64251","5.12953","0.738225","-1.86383","-49.8567","42.2028","2.44505"
"2.27","0.0454151","0.663472","3.07065","0.775854","2.64235","5.12954","0.73821","-1.86383","-49.8754","42.1996","2.4442"
"2.28","0.0453993","0.663483","3.07072","0.775822","2.64219","5.12954","0.738195","-1.86383","-49.894","42.1964","2.44335"
"2.29","0.0453836","0.663494","3.07079","0.77579","2.64203","5.12955","0.73818","-1.86383","-49.9126","42.1932","2.44251"
"2.3","0.0453681","0.663505","3.07085","0.775758","2.64187","5.12955","0.738166","-1.86383","-49.9313","42.1899","2.44167"
"2.31","0.0453526","0.663517","3.07092","0.775725","2.64171","5.12956","0.738153","-1.86383","-49.9499","42.1867","2.44084"
"2.32","0.0453371","0.663528","3.07099","0.775693","2.64155","5.12956","0.73814","-1.86383","-49.9686","42.1835","2.44"
"2.33","0.0453216","0.663539","3.07105","0.775661","2.64139","5.12957","0.738127","-1.86383","-49.9872","42.1803","2.43917"
"2.34","0.0453062","0.66355","3.07112","0.775629","2.64123","5.12957","0.738114","-1.86383","-50.0058","42.177","2.43833"
"2.35","0.0452909","0.663561","3.07119","0.775597","2.64106","5.12958","0.738101","-1.86383","-50.0245","42.1738","2.43751"
"2.36","0.0452757","0.663571","3.07125","0.775565","2.6409","5.12958","0.738088","-1.86383","-50.0431","42.1706","2.43669"
"2.37","0.0452605","0.663581","3.07132","0.775533","2.64074","5.12959","0.738075","-1.86383","-50.0617","42.1674","2.43587"
"2.38","0.0452453","0.663591","3.07139","0.775501","2.64058","5.12959","0.738062","-1.86383","-50.0804","42.1641","2.43505"
"2.39","0.0452301","0.663601","3.07145","0.775468","2.64042","5.12959","0.738049","-1.86383","-50.099","42.1609","2.43423"
"2.4","0.0452151","0.663611","3.07152","0.775436","2.64026","5.1296","0.738036","-1.86383","-50.1177","42.1577","2.43342"
"2.41","0.0452001","0.663621","3.07159","0.775404","2.6401","5.1296","0.738024","-1.86383","-50.1363","42.1545","2.43261"
"2.42","0.0451852","0.663631","3.07165","0.775373","2.63994","5.12961","0.738011","-1.86383","-50.1549","42.1512","2.4318"
"2.43","0.0451702","0.663641","3.07172","0.775342","2.63979","5.12961","0.737998","-1.86383","-50.1736","42.148","2.43099"
"2.44","0.0451552","0.663651","3.07179","0.775311","2.63963","5.12962","0.737985","-1.86383","-50.1922","42.1448","2.43019"
"2.45","0.0451405","0.663661","3.07185","0.77528","2.63947","5.12962","0.737972","-1.86383","-50.2108","42.1415","2.42939"
"2.46","0.0451258","0.663671","3.07192","0.775249","2.63931","5.12963","0.737959","-1.86383","-50.2295","42.1383","2.42859"
"2.47","0.0451111","0.663681","3.07198","0.775218","2.63916","5.12963","0.737946","-1.86383","-50.2481","42.1351","2.4278"
"2.48","0.0450963","0.663691","3.07204","0.775187","2.639","5.12964","0.737933","-1.86383","-50.2668","42.1319","2.427"
"2.49","0.0450816","0.663701","3.07211","0.775156","2.63884","5.12964","0.73792","-1.86383","-50.2854","42.1286","2.42621"
"2.5","0.0450671","0.663711","3.07217","0.775125","2.63869","5.12965","0.737907","-1.86383","-50.304","42.1254","2.42543"
"2.51","0.0450527","0.66372","3.07224","0.775094","2.63853","5.12965","0.737894","-1.86383","-50.3227","42.1222","2.42464"
"2.52","0.0450382","0.663729","3.0723","0.775062","2.63837","5.12966","0.737881","-1.86383","-50.3413","42.119","2.42386"
"2.53","0.0450237","0.663738","3.07236","0.775031","2.63821","5.12966","0.737868","-1.86383","-50.36","42.1157","2.42308"
"2.54","0.0450092","0.663747","3.07243","0.775","2.63806","5.12967","0.737855","-1.86383","-50.3786","42.1125","2.4223"
"2.55","0.044995","0.663756","3.07249","0.774969","2.6379","5.12967","0.737843","-1.86383","-50.3972","42.1093","2.42153"
"2.56","0.0449807","0.663765","3.07256","0.774938","2.63774","5.12968","0.73783","-1.86383","-50.4159","42.1061","2.42076"
"2.57","0.0449665","0.663774","3.07262","0.774908","2.63758","5.12968","0.737817","-1.86383","-50.4345","42.1028","2.41999"
"2.58","0.0449522","0.663783","3.07268","0.774878","2.63743","5.12969","0.737804","-1.86383","-50.4531","42.0996","2.41922"
"2.59","0.044938","0.663792","3.07275","0.774848","2.63728","5.12969","0.737791","-1.86383","-50.4718","42.0965","2.41845"
"2.6","0.044924","0.663801","3.07281","0.774818","2.63712","5.1297","0.737778","-1.86383","-50.4904","42.0934","2.41769"
"2.61","0.04491","0.66381","3.07288","0.774788","2.63697","5.1297","0.737766","-1.86383","-50.5091","42.0903","2.41693"
"2.62","0.0448959","0.663819","3.07294","0.774758","2.63682","5.12971","0.737753","-1.86383","-50.5277","42.0872","2.41617"
"2.63","0.0448819","0.663828","3.073","0.774728","2.63666","5.12971","0.73774","-1.86383","-50.5463","42.0841","2.41542"
"2.64","0.0448679","0.663836","3.07307","0.774698","2.63651","5.12972","0.737728","-1.86383","-50.565","42.081","2.41466"
"2.65","0.0448541","0.663845","3.07313","0.774668","2.63635","5.12972","0.737715","-1.86383","-50.5836","42.0779","2.41391"
"2.66","0.0448403","0.663854","3.0732","0.774638","2.6362","5.12973","0.737703","-1.86383","-50.6022","42.0748","2.41317"
"2.67","0.0448265","0.663862","3.07326","0.774608","2.63605","5.12973","0.73769","-1.86383","-50.6209","42.0717","2.41242"
"2.68","0.0448127","0.66387","3.07332","0.774578","2.63589","5.12974","0.737677","-1.86383","-50.6395","42.0686","2.41167"
"2.69","0.0447989","0.663878","3.07339","0.774548","2.63574","5.12974","0.737665","-1.86383","-50.6582","42.0655","2.41093"
"2.7","0.0447853","0.663886","3.07345","0.774518","2.63559","5.12975","0.737652","-1.86383","-50.6768","42.0625","2.41019"
"2.71","0.0447718","0.663894","3.07351","0.774488","2.63543","5.12975","0.73764","-1.86383","-50.6954","42.0594","2.40946"
"2.72","0.0447582","0.663902","3.07357","0.774459","2.63528","5.12976","0.737627","-1.86383","-50.7141","42.0564","2.40872"
"2.73","0.0447446","0.66391","3.07364","0.77443","2.63513","5.12976","0.737614","-1.86383","-50.7327","42.0534","2.40799"
"2.74","0.044731","0.663918","3.0737","0.774401","2.63498","5.12977","0.737602","-1.86383","-50.7514","42.0503","2.40725"
"2.75","0.0447176","0.663926","3.07376","0.774372","2.63483","5.12977","0.737589","-1.86383","-50.77","42.0473","2.40653"
"2.76","0.0447043","0.663934","3.07382","0.774343","2.63468","5.12978","0.737577","-1.86383","-50.7886","42.0442","2.40581"
"2.77","0.0446909","0.663942","3.07388","0.774314","2.63452","5.12978","0.737564","-1.86383","-50.8073","42.0412","2.40508"
"2.78","0.0446775","0.66395","3.07394","0.774285","2.63437","5.12979","0.737551","-1.86383","-50.8259","42.0382","2.40436"
"2.79","0.0446642","0.663958","3.074","0.774256","2.63422","5.12979","0.737539","-1.86383","-50.8445","42.0352","2.40364"
"2.8","0.044651","0.663966","3.07406","0.774227","2.63407","5.1298","0.737526","-1.86383","-50.8632","42.0322","2.40292"
"2.81","0.0446378","0.663974","3.07413","0.774198","2.63392","5.1298","0.737514","-1.86383","-50.8818","42.0292","2.40221"
"2.82","0.0446247","0.663981","3.07419","0.774169","2.63377","5.12981","0.737501","-1.86383","-50.9005","42.0263","2.4015"
"2.83","0.0446115","0.663988","3.07425","0.77414","2.63362","5.12981","0.737488","-1.86383","-50.9191","42.0233","2.40079"
"2.84","0.0445984","0.663995","3.07431","0.774111","2.63347","5.12982","0.737476","-1.86383","-50.9377","42.0203","2.40007"
"2.85","0.0445854","0.664002","3.07437","0.774082","2.63332","5.12982","0.737463","-1.86383","-50.9564","42.0173","2.39937"
"2.86","0.0445724","0.664009","3.07443","0.774053","2.63317","5.12983","0.73745","-1.86383","-50.975","42.0144","2.39867"
"2.87","0.0445595","0.664016","3.07449","0.774025","2.63302","5.12983","0.737438","-1.86383","-50.9936","42.0114","2.39797"
"2.88","0.0445465","0.664024","3.07455","0.773997","2.63287","5.12984","0.737425","-1.86383","-51.0123","42.0084","2.39727"
"2.89","0.0445336","0.664031","3.07462","0.773969","2.63272","5.12984","0.737413","-1.86383","-51.0309","42.0055","2.39657"
"2.9","0.0445208","0.664038","3.07468","0.773941","2.63258","5.12985","0.7374","-1.86383","-51.0496","42.0026","2.39587"
"2.91","0.044508","0.664045","3.07474","0.773913","2.63243","5.12985","0.737387","-1.86383","-51.0682","41.9997","2.39518"
"2.92","0.0444953","0.664052","3.0748","0.773885","2.63228","5.12986","0.737375","-1.86383","-51.0868","41.9968","2.39449"
"2.93","0.0444825","0.664059","3.07486","0.773857","2.63213","5.12986","0.737362","-1.86383","-51.1055","41.9938","2.3938"
"2.94","0.0444697","0.664066","3.07492","0.773829","2.63199","5.12987","0.73735","-1.86383","-51.1241","41.9909","2.39311"
"2.95","0.0444572","0.664073","3.07498","0.773802","2.63184","5.12987","0.737337","-1.86383","-51.1428","41.988","2.39243"
"2.96","0.0444446","0.66408","3.07505","0.773774","2.63169","5.12988","0.737324","-1.86383","-51.1614","41.9851","2.39175"
"2.97","0.044432","0.664087","3.0751","0.773746","2.63154","5.12988","0.737312","-1.86383","-51.18","41.9822","2.39107"
"2.98","0.0444194","0.664093","3.07516","0.773718","2.6314","5.12989","0.737299","-1.86383","-51.1987","41.9793","2.39039"
"2.99","0.0444069","0.6641","3.07522","0.77369","2.63125","5.12989","0.737287","-1.86383","-51.2173","41.9764","2.38971"
"3","0.0443945","0.664106","3.07528","0.773662","2.6311","5.1299","0.737274","-1.86383","-51.2359","41.9736","2.38903"
"3.01","0.0443822","0.664112","3.07534","0.773634","2.63095","5.1299","0.737261","-1.86383","-51.2546","41.9707","2.38836"
"3.02","0.0443698","0.664118","3.0754","0.773606","2.63081","5.12991","0.737249","-1.86383","-51.2732","41.9679","2.3877"
"3.03","0.0443574","0.664124","3.07546","0.773579","2.63066","5.12991","0.737236","-1.86383","-51.2919","41.965","2.38703"
"3.04","0.0443451","0.664131","3.07552","0.773552","2.63052","5.12992","0.737224","-1.86383","-51.3105","41.9622","2.38636"
"3.05","0.0443327","0.664137","3.07557","0.773525","2.63037","5.12992","0.737211","-1.86383","-51.3291","41.9593","2.38569"
"3.06","0.0443206","0.664143","3.07563","0.773498","2.63023","5.12993","0.737199","-1.86383","-51.3478","41.9565","2.38503"
"3.07","0.0443084","0.664149","3.07569","0.773471","2.63009","5.12993","0.737186","-1.86383","-51.3664","41.9536","2.38437"
"3.08","0.0442963","0.664155","3.07575","0.773444","2.62994","5.12994","0.737174","-1.86383","-51.385","41.9508","2.38371"
"3.09","0.0442842","0.664162","3.07581","0.773417","2.6298","5.12994","0.737162","-1.86383","-51.4037","41.948","2.38305"
"3.1","0.044272","0.664168","3.07587","0.77339","2.62965","5.12995","0.73715","-1.86383","-51.4223","41.9452","2.3824"
"3.11","0.0442599","0.664174","3.07593","0.773363","2.62951","5.12995","0.737137","-1.86383","-51.441","41.9424","2.38174"
"3.12","0.0442479","0.66418","3.07599","0.773336","2.62936","5.12996","0.737125","-1.86383","-51.4596","41.9396","2.38109"
"3.13","0.044236","0.664186","3.07604","0.773309","2.62922","5.12996","0.737113","-1.86383","-51.4782","41.9368","2.38044"
"3.14","0.044224","0.664191","3.0761","0.773282","2.62907","5.12997","0.7371","-1.86383","-51.4969","41.934","2.3798"
"3.15","0.0442121","0.664197","3.07616","0.773255","2.62893","5.12997","0.737088","-1.86383","-51.5155","41.9312","2.37915"
"3.16","0.0442001","0.664202","3.07622","0.773228","2.62879","5.12998","0.737076","-1.86383","-51.5341","41.9284","2.3785"
"3.17","0.0441884","0.664207","3.07628","0.773201","2.62864","5.12998","0.737064","-1.86383","-51.5528","41.9257","2.37786"
"3.18","0.0441766","0.664213","3.07634","0.773175","2.6285","5.12999","0.737051","-1.86383","-51.5714","41.9229","2.37722"
"3.19","0.0441648","0.664218","3.0764","0.773149","2.62836","5.12999","0.737039","-1.86383","-51.5901","41.9201","2.37659"
"3.2","0.044153","0.664224","3.07646","0.773123","2.62821","5.13","0.737027","-1.86383","-51.6087","41.9174","2.37595"
"3.21","0.0441413","0.664229","3.07651","0.773097","2.62807","5.13","0.737014","-1.86383","-51.6273","41.9147","2.37531"
"3.22","0.0441296","0.664235","3.07657","0.773071","2.62793","5.13","0.737002","-1.86383","-51.646","41.9119","2.37468"
"3.23","0.044118","0.66424","3.07663","0.773045","2.62779","5.13001","0.73699","-1.86383","-51.6646","41.9092","2.37405"
"3.24","0.0441064","0.664245","3.07669","0.773019","2.62765","5.13001","0.736978","-1.86383","-51.6833","41.9065","2.37342"
"3.25","0.0440948","0.664251","3.07674","0.772993","2.62751","5.13002","0.736965","-1.86383","-51.7019","41.9038","2.37279"
"3.26","0.0440832","0.664256","3.0768","0.772967","2.62737","5.13002","0.736953","-1.86383","-51.7205","41.901","2.37216"
"3.27","0.0440718","0.664262","3.07685","0.772941","2.62723","5.13003","0.736941","-1.86383","-51.7392","41.8983","2.37154"
"3.28","0.0440604","0.664267","3.07691","0.772915","2.62708","5.13003","0.736928","-1.86383","-51.7578","41.8956","2.37092"
"3.29","0.044049","0.664272","3.07697","0.772889","2.62694","5.13004","0.736916","-1.86383","-51.7764","41.8929","2.3703"
"3.3","0.0440375","0.664276","3.07702","0.772863","2.6268","5.13004","0.736904","-1.86383","-51.7951","41.8902","2.36968"
"3.31","0.0440261","0.664281","3.07708","0.772837","2.62666","5.13005","0.736891","-1.86383","-51.8137","41.8876","2.36906"
"3.32","0.0440147","0.664286","3.07714","0.772811","2.62652","5.13005","0.736879","-1.86383","-51.8324","41.8849","2.36845"
"3.33","0.0440035","0.66429","3.07719","0.772786","2.62638","5.13006","0.736867","-1.86383","-51.851","41.8822","2.36784"
"3.34","0.0439922","0.664295","3.07725","0.77276","2.62624","5.13006","0.736855","-1.86383","-51.8696","41.8795","2.36723"
"3.35","0.043981","0.6643","3.07731","0.772735","2.6261","5.13007","0.736842","-1.86383","-51.8883","41.8769","2.36662"
"3.36","0.0439697","0.664305","3.07736","0.77271","2.62596","5.13007","0.73683","-1.86383","-51.9069","41.8742","2.36601"
"3.37","0.0439585","0.664309","3.07742","0.772685","2.62582","5.13008","0.736818","-1.86383","-51.9255","41.8715","2.3654"
"3.38","0.0439474","0.664314","3.07747","0.77266","2.62569","5.13008","0.736805","-1.86383","-51.9442","41.8689","2.36479"
"3.39","0.0439363","0.664319","3.07753","0.772635","2.62555","5.13009","0.736793","-1.86383","-51.9628","41.8662","2.36419"
"3.4","0.0439252","0.664323","3.07759","0.77261","2.62541","5.13009","0.736781","-1.86383","-51.9815","41.8636","2.36359"
"3.41","0.0439141","0.664328","3.07764","0.772585","2.62527","5.1301","0.736769","-1.86383","-52.0001","41.861","2.36299"
"3.42","0.0439031","0.664333","3.0777","0.772559","2.62513","5.1301","0.736756","-1.86383","-52.0187","41.8584","2.36239"
"3.43","0.0438921","0.664337","3.07776","0.772534","2.62499","5.1301","0.736744","-1.86383","-52.0374","41.8558","2.3618"
"3.44","0.0438812","0.664341","3.07781","0.772509","2.62485","5.13011","0.736732","-1.86383","-52.056","41.8532","2.3612"
"3.45","0.0438703","0.664345","3.07787","0.772484","2.62472","5.13011","0.736719","-1.86383","-52.0747","41.8506","2.36061"
"3.46","0.0438593","0.664349","3.07792","0.772459","2.62458","5.13012","0.736707","-1.86383","-52.0933","41.848","2.36002"
"3.47","0.0438484","0.664353","3.07798","0.772434","2.62444","5.13012","0.736695","-1.86383","-52.1119","41.8454","2.35942"
"3.48","0.0438376","0.664357","3.07804","0.77241","2.6243","5.13013","0.736683","-1.86383","-52.1306","41.8428","2.35884"
"3.49","0.0438269","0.664361","3.07809","0.772385","2.62416","5.13013","0.73667","-1.86383","-52.1492","41.8402","2.35825"
"3.5","0.0438161","0.664365","3.07814","0.772361","2.62403","5.13014","0.736658","-1.86383","-52.1678","41.8376","2.35767"
"3.51","0.0438053","0.664369","3.0782","0.772337","2.62389","5.13014","0.736646","-1.86383","-52.1865","41.835","2.35708"
"3.52","0.0437945","0.664373","3.07825","0.772313","2.62376","5.13015","0.736633","-1.86383","-52.2051","41.8324","2.3565"
"3.53","0.0437839","0.664377","3.07831","0.772288","2.62362","5.13015","0.736621","-1.86383","-52.2238","41.8299","2.35592"
"3.54","0.0437733","0.664381","3.07836","0.772264","2.62349","5.13016","0.736609","-1.86383","-52.2424","41.8273","2.35534"
"3.55","0.0437626","0.664385","3.07841","0.77224","2.62335","5.13016","0.736597","-1.86383","-52.261","41.8248","2.35477"
"3.56","0.043752","0.664389","3.07847","0.772216","2.62322","5.13017","0.736585","-1.86383","-52.2797","41.8223","2.35419"
"3.57","0.0437414","0.664393","3.07852","0.772191","2.62308","5.13017","0.736573","-1.86383","-52.2983","41.8197","2.35361"
"3.58","0.0437309","0.664397","3.07858","0.772167","2.62294","5.13018","0.736561","-1.86383","-52.3169","41.8172","2.35305"
"3.59","0.0437204","0.664401","3.07863","0.772143","2.62281","5.13018","0.736549","-1.86383","-52.3356","41.8147","2.35248"
"3.6","0.0437099","0.664405","3.07868","0.772119","2.62267","5.13019","0.736537","-1.86383","-52.3542","41.8122","2.35191"
"3.61","0.0436995","0.664408","3.07874","0.772094","2.62254","5.13019","0.736525","-1.86383","-52.3729","41.8096","2.35134"
"3.62","0.043689","0.664411","3.07879","0.77207","2.6224","5.1302","0.736513","-1.86383","-52.3915","41.8071","2.35077"
"3.63","0.0436786","0.664415","3.07885","0.772046","2.62227","5.1302","0.736501","-1.86383","-52.4101","41.8046","2.35021"
"3.64","0.0436683","0.664418","3.0789","0.772023","2.62213","5.1302","0.736489","-1.86383","-52.4288","41.802","2.34965"
"3.65","0.043658","0.664421","3.07895","0.771999","2.622","5.13021","0.736477","-1.86383","-52.4474","41.7996","2.34909"
"3.66","0.0436476","0.664424","3.07901","0.771976","2.62187","5.13021","0.736465","-1.86383","-52.4661","41.7971","2.34852"
"3.67","0.0436373","0.664428","3.07906","0.771953","2.62173","5.13022","0.736453","-1.86383","-52.4847","41.7946","2.34796"
"3.68","0.0436271","0.664431","3.07912","0.771929","2.6216","5.13022","0.736441","-1.86383","-52.5033","41.7922","2.34741"
"3.69","0.0436169","0.664434","3.07917","0.771906","2.62147","5.13023","0.736429","-1.86383","-52.522","41.7897","2.34686"
"3.7","0.0436067","0.664438","3.07922","0.771883","2.62133","5.13023","0.736417","-1.86383","-52.5406","41.7873","2.3463"
"3.71","0.0435965","0.664441","3.07928","0.771859","2.6212","5.13024","0.736405","-1.86383","-52.5592","41.7848","2.34575"
"3.72","0.0435863","0.664444","3.07933","0.771836","2.62107","5.13024","0.736393","-1.86383","-52.5779","41.7823","2.34519"
"3.73","0.0435763","0.664447","3.07939","0.771812","2.62094","5.13025","0.736381","-1.86383","-52.5965","41.7799","2.34465"
"3.74","0.0435662","0.664451","3.07944","0.771789","2.6208","5.13025","0.736369","-1.86383","-52.6152","41.7774","2.3441"
"3.75","0.0435561","0.664454","3.07949","0.771766","2.62067","5.13026","0.736357","-1.86383","-52.6338","41.775","2.34356"
"3.76","0.0435461","0.664457","3.07954","0.771742","2.62054","5.13026","0.736345","-1.86383","-52.6524","41.7725","2.34301"
"3.77","0.043536","0.664461","3.07959","0.771719","2.6204","5.13027","0.736333","-1.86383","-52.6711","41.77","2.34246"
"3.78","0.0435261","0.664464","3.07965","0.771696","2.62027","5.13027","0.736321","-1.86383","-52.6897","41.7676","2.34192"
"3.79","0.0435162","0.664466","3.0797","0.771673","2.62014","5.13028","0.736309","-1.86383","-52.7083","41.7652","2.34139"
"3.8","0.0435063","0.664469","3.07975","0.771651","2.62001","5.13028","0.736297","-1.86383","-52.727","41.7629","2.34085"
"3.81","0.0434963","0.664472","3.0798","0.771628","2.61988","5.13029","0.736285","-1.86383","-52.7456","41.7605","2.34031"
"3.82","0.0434864","0.664474","3.07985","0.771605","2.61975","5.13029","0.736273","-1.86383","-52.7643","41.7581","2.33977"
"3.83","0.0434766","0.664477","3.07991","0.771583","2.61962","5.1303","0.736261","-1.86383","-52.7829","41.7557","2.33924"
"3.84","0.0434668","0.664479","3.07996","0.77156","2.61949","5.1303","0.736249","-1.86383","-52.8015","41.7533","2.33871"
"3.85","0.043457","0.664482","3.08001","0.771538","2.61936","5.1303","0.736237","-1.86383","-52.8202","41.7509","2.33817"
"3.86","0.0434473","0.664485","3.08006","0.771515","2.61923","5.13031","0.736225","-1.86383","-52.8388","41.7485","2.33764"
"3.87","0.0434375","0.664487","3.08011","0.771493","2.6191","5.13031","0.736213","-1.86383","-52.8574","41.7461","2.33711"
"3.88","0.0434278","0.66449","3.08016","0.77147","2.61897","5.13032","0.736201","-1.86383","-52.8761","41.7437","2.33659"
"3.89","0.0434181","0.664493","3.08022","0.771448","2.61884","5.13032","0.736189","-1.86383","-52.8947","41.7413","2.33606"
"3.9","0.0434085","0.664495","3.08027","0.771425","2.61871","5.13033","0.736177","-1.86383","-52.9134","41.739","2.33554"
"3.91","0.0433988","0.664498","3.08032","0.771403","2.61858","5.13033","0.736165","-1.86383","-52.932","41.7366","2.33501"
"3.92","0.0433892","0.6645","3.08037","0.77138","2.61845","5.13034","0.736153","-1.86383","-52.9506","41.7343","2.33449"
"3.93","0.0433796","0.664503","3.08042","0.771358","2.61832","5.13034","0.736141","-1.86383","-52.9693","41.732","2.33397"
"3.94","0.0433701","0.664506","3.08048","0.771336","2.61819","5.13035","0.736129","-1.86383","-52.9879","41.7296","2.33345"
"3.95","0.0433606","0.664508","3.08053","0.771314","2.61806","5.13035","0.736117","-1.86383","-53.0066","41.7273","2.33293"
"3.96","0.043351","0.66451","3.08058","0.771292","2.61793","5.13036","0.736105","-1.86383","-53.0252","41.725","2.33241"
"3.97","0.0433415","0.664512","3.08063","0.771271","2.6178","5.13036","0.736093","-1.86383","-53.0438","41.7227","2.3319"
"3.98","0.0433321","0.664514","3.08068","0.771249","2.61767","5.13037","0.736081","-1.86383","-53.0625","41.7203","2.33139"
"3.99","0.0433227","0.664516","3.08074","0.771227","2.61754","5.13037","0.736069","-1.86383","-53.0811","41.718","2.33087"
"4","0.0433133","0.664518","3.08078","0.771205","2.61742","5.13038","0.736057","-1.86383","-53.0997","41.7157","2.33036"
"4.01","0.0433039","0.66452","3.08083","0.771184","2.61729","5.13038","0.736045","-1.86383","-53.1184","41.7133","2.32985"
"4.02","0.0432945","0.664522","3.08088","0.771162","2.61716","5.13039","0.736033","-1.86383","-53.137","41.711","2.32934"
"4.03","0.0432852","0.664524","3.08093","0.77114","2.61704","5.13039","0.736021","-1.86383","-53.1557","41.7087","2.32884"
"4.04","0.0432759","0.664526","3.08098","0.771119","2.61691","5.1304","0.736009","-1.86383","-53.1743","41.7065","2.32833"
"4.05","0.0432666","0.664528","3.08103","0.771097","2.61678","5.1304","0.735997","-1.86383","-53.1929","41.7042","2.32783"
"4.06","0.0432573","0.66453","3.08108","0.771075","2.61665","5.1304","0.735985","-1.86383","-53.2116","41.7019","2.32732"
"4.07","0.0432481","0.664532","3.08113","0.771053","2.61653","5.13041","0.735973","-1.86383","-53.2302","41.6997","2.32682"
"4.08","0.0432389","0.664534","3.08118","0.771032","2.6164","5.13041","0.735961","-1.86383","-53.2488","41.6974","2.32632"
"4.09","0.0432297","0.664536","3.08123","0.77101","2.61627","5.13042","0.735949","-1.86383","-53.2675","41.6951","2.32582"
"4.1","0.0432206","0.664538","3.08128","0.770989","2.61615","5.13042","0.735937","-1.86383","-53.2861","41.6929","2.32533"
"4.11","0.0432114","0.66454","3.08133","0.770968","2.61602","5.13043","0.735925","-1.86383","-53.3048","41.6906","2.32483"
"4.12","0.0432022","0.664541","3.08138","0.770947","2.61589","5.13043","0.735914","-1.86383","-53.3234","41.6883","2.32433"
"4.13","0.0431932","0.664543","3.08143","0.770927","2.61576","5.13044","0.735902","-1.86383","-53.342","41.6861","2.32384"
"4.14","0.0431842","0.664545","3.08148","0.770906","2.61564","5.13044","0.73589","-1.86383","-53.3607","41.6838","2.32335"
"4.15","0.0431751","0.664547","3.08153","0.770885","2.61551","5.13045","0.735878","-1.86383","-53.3793","41.6816","2.32286"
"4.16","0.0431661","0.664549","3.08158","0.770864","2.61539","5.13045","0.735867","-1.86383","-53.398","41.6794","2.32236"
"4.17","0.043157","0.664551","3.08163","0.770843","2.61526","5.13046","0.735855","-1.86383","-53.4166","41.6772","2.32187"
"4.18","0.0431481","0.664552","3.08168","0.770822","2.61514","5.13046","0.735843","-1.86383","-53.4352","41.675","2.32139"
"4.19","0.0431392","0.664553","3.08173","0.770801","2.61502","5.13047","0.735831","-1.86383","-53.4539","41.6728","2.3209"
"4.2","0.0431303","0.664554","3.08178","0.770781","2.61489","5.13047","0.73582","-1.86383","-53.4725","41.6706","2.32042"
"4.21","0.0431214","0.664556","3.08183","0.77076","2.61477","5.13048","0.735808","-1.86383","-53.4911","41.6684","2.31993"
"4.22","0.0431124","0.664557","3.08188","0.770739","2.61464","5.13048","0.735796","-1.86383","-53.5098","41.6662","2.31945"
"4.23","0.0431035","0.664558","3.08193","0.770718","2.61452","5.13049","0.735784","-1.86383","-53.5284","41.664","2.31897"
"4.24","0.0430947","0.66456","3.08198","0.770697","2.6144","5.13049","0.735773","-1.86383","-53.5471","41.6618","2.31849"
"4.25","0.043086","0.664561","3.08203","0.770676","2.61427","5.1305","0.735761","-1.86383","-53.5657","41.6596","2.31801"
"4.26","0.0430772","0.664562","3.08208","0.770655","2.61415","5.1305","0.735749","-1.86383","-53.5843","41.6574","2.31753"
"4.27","0.0430684","0.664564","3.08212","0.770635","2.61402","5.1305","0.735738","-1.86383","-53.603","41.6552","2.31705"
"4.28","0.0430596","0.664565","3.08217","0.770615","2.6139","5.13051","0.735726","-1.86383","-53.6216","41.653","2.31658"
"4.29","0.0430509","0.664566","3.08222","0.770595","2.61377","5.13051","0.735714","-1.86383","-53.6402","41.6509","2.31611"
"4.3","0.0430422","0.664568","3.08227","0.770575","2.61365","5.13052","0.735702","-1.86383","-53.6589","41.6487","2.31563"
"4.31","0.0430336","0.664569","3.08232","0.770555","2.61353","5.13052","0.735691","-1.86383","-53.6775","41.6466","2.31516"
"4.32","0.0430249","0.66457","3.08236","0.770535","2.6134","5.13053","0.735679","-1.86383","-53.6962","41.6444","2.31469"
"4.33","0.0430162","0.664571","3.08241","0.770515","2.61328","5.13053","0.735667","-1.86383","-53.7148","41.6423","2.31422"
"4.34","0.0430076","0.664573","3.08246","0.770495","2.61316","5.13054","0.735655","-1.86383","-53.7334","41.6402","2.31375"
"4.35","0.0429991","0.664574","3.08251","0.770475","2.61303","5.13054","0.735644","-1.86383","-53.7521","41.638","2.31329"
"4.36","0.0429905","0.664575","3.08255","0.770455","2.61291","5.13055","0.735632","-1.86383","-53.7707","41.6359","2.31282"
"4.37","0.0429819","0.664577","3.0826","0.770435","2.61279","5.13055","0.73562","-1.86383","-53.7894","41.6337","2.31236"
"4.38","0.0429734","0.664577","3.08265","0.770415","2.61267","5.13056","0.735609","-1.86383","-53.808","41.6316","2.31189"
"4.39","0.0429649","0.664578","3.0827","0.770395","2.61255","5.13056","0.735597","-1.86383","-53.8266","41.6295","2.31143"
"4.4","0.0429565","0.664579","3.08274","0.770375","2.61243","5.13057","0.735585","-1.86383","-53.8453","41.6273","2.31097"
